testmaterial,resultrowid,analytegroup,analytesubgroup,program,parentproject,project,protocol,sampleagency,stationname,stationcode,waterbodytype,latitude,longitude,datum,sampledate,collectiontime,locationcode,sampletype,collectionreplicate,resultreplicate,batch,labsampleid,matrix,method,analyte,fraction,unitname,result,mdl,rl,resultqualcode,qacode,batchverification,compliancecode,collectionmethod,collectiondevice,preppreservation,preppreservationdate,digestextractmethod,digestextractdate,analysisdate,dilution_df,expectedvalue,labagency,submittingagency,labsubmissioncode,batchcomments,compositeid,compositetype,compositereplicate,commonname,species,compositetissueprep,numberfishpercomp,tissuename,weightavg_g,tlmin_mm,tlmax_mm,tlavglength_mm,metadataurl,datedownloaded,sourcerdc,datausenotes
tissue,BC15BA4D-19AC-44E9-8666-CD33ADF86820,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Alameda (BB71),BB71,Bays and Harbors,37.696,-122.34,wgs84,1994/09/12,00:00:00,OpenWater1,Composite,"1","2",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,364.3438,,,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/10/29,1,,GERG,Not Recorded,A,RMP ,1994-09-Bivalves-BB71-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,C13E6475-0E52-4873-9800-0B1358319505,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Alameda (BB71),BB71,Bays and Harbors,37.696,-122.34,wgs84,1994/09/12,00:00:00,OpenWater1,Composite,"1","3",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,289.9908,,,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/10/28,1,,GERG,Not Recorded,A,RMP ,1994-09-Bivalves-BB71-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,D92F42E4-FBE7-429E-81F9-DECB631C5DBD,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Alameda (BB71),BB71,Bays and Harbors,37.696,-122.34,wgs84,1994/05/04,00:00:00,OpenWater1,Composite,"1","3",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,324.9172,,,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/10/30,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-BB71-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,9A6598C9-C1F2-4AFC-97E5-6E6FB3AB8F13,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Davis Point (BD40),BD40,Bays and Harbors,38.051,-122.278,wgs84,1994/05/06,00:00:00,OpenWater1,Composite,"1","2",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,584.9236,,,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/10/30,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-BD40-PCB-CGIG-GERG,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,5F61FF36-E703-497F-81C6-2288C09EC1E7,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Horseshoe Bay (BC21),BC21,Bays and Harbors,37.831,-122.4775,wgs84,1994/05/05,00:00:00,OpenWater1,Composite,"1","2",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,210.313,,,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/08/06,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-BC21-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,B78970A5-F380-4026-99E0-E9AB923407AC,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Horseshoe Bay (BC21),BC21,Bays and Harbors,37.831,-122.4775,wgs84,1994/05/05,00:00:00,OpenWater1,Composite,"1","3",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,164.4544,,,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/08/06,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-BC21-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,CB43F68D-D8EB-4425-91CB-BFAC6E6684F4,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Alameda (BB71),BB71,Bays and Harbors,37.696,-122.34,wgs84,1994/05/04,00:00:00,OpenWater1,Composite,"1","2",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,294.5466,,,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/08/05,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-BB71-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,617E0665-2610-46EF-876D-B85ED1D1C476,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Davis Point (BD40),BD40,Bays and Harbors,38.051,-122.278,wgs84,1994/05/06,00:00:00,OpenWater1,Composite,"1","3",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,401.7264,,,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/08/06,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-BD40-PCB-CGIG-GERG,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,90751ED1-3156-4719-B7AE-8079A5CB695B,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Davis Point (BD40),BD40,Bays and Harbors,38.051,-122.278,wgs84,1994/05/06,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,510.441,0.7749,0.7749,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/10/30,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-BD40-PCB-CGIG-GERG,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,21BB631D-E766-4F32-AC64-FE5697864F9B,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Coyote Creek (BA10),BA10,Bays and Harbors,37.46823888,-122.0639734,wgs84,1994/05/04,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,684.9144,1.2376,1.2376,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/08/06,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-BA10-PCB-CGIG-GERG,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,A6E0DBF4-44A1-4000-9466-FE899F67E178,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Grizzly Bay (BF20),BF20,Bays and Harbors,38.116,-122.04,wgs84,1994/05/06,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,324.01,0.9685,0.9685,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/10/30,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-BF20-PCB-CFLU-GERG,Normal,"1",Freshwater Clam,Corbicula fluminea,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,D8925793-C5E4-4770-9026-8E729A4536E2,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Reference Site (T-0 Lake Isabella),T-0Isabella,Bays and Harbors,35.65,-118.48,wgs84,1994/01/17,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,114.489,0.9492,0.9492,=,None,VLC,Com,Tissue_Grab,Not Recorded,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/08/05,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-T-0Isabella-PCB-CFLU-GERG,Normal,"1",Freshwater Clam,Corbicula fluminea,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,CC163785-AC48-44F8-BAAC-A7EF1C042DA2,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,San Joaquin River (BG30),BG30,Bays and Harbors,38.02054094,-121.806267,wgs84,1994/05/06,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,255.4712,0.5967,0.5967,=,None,VLC,Com,Tissue_Grab,Dredge,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/08/06,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-BG30-PCB-CFLU-GERG,Normal,"1",Freshwater Clam,Corbicula fluminea,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,E8119740-BD04-4F1C-92F3-3BFDCC92758C,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Sacramento River (BG20),BG20,Bays and Harbors,38.05969966,-121.8112677,wgs84,1994/05/06,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,239.9396,0.4373,0.4373,=,None,VLC,Com,Tissue_Grab,Dredge,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/09/01,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-BG20-PCB-CFLU-GERG,Normal,"1",Freshwater Clam,Corbicula fluminea,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,6CFA9E9F-A576-4CE0-88CB-24F618896151,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Reference Site (T-0 Tomales Bay),T-0Tomales,Bays and Harbors,38.16,-122.89,wgs84,1994/01/18,00:00:00,SurfZone,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,77.8856,2.2779,2.2779,=,None,VLC,Com,Tissue_Grab,Individual Collection by hand,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/08/05,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-T-0Tomales-PCB-CGIG-GERG,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,9B5DC75B-3DA2-4ABE-BDFB-0E5C257328D9,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Petaluma River (BD15),BD15,Riv/Str_Unknown,38.111,-122.487,wgs84,1994/05/05,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,2024.602,6.1162,6.1162,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/08/06,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-BD15-PCB-CGIG-GERG,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,0480D904-7B17-45B2-BC3B-5ED8880792C6,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,San Pablo Bay (BD20),BD20,Bays and Harbors,38.048,-122.422,wgs84,1994/05/05,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,708.1706,2.1209,2.1209,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/08/05,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-BD20-PCB-CGIG-GERG,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,9C5510CE-65F5-4D47-AF12-A7D45C9B3775,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Napa River (BD50),BD50,Bays and Harbors,38.097,-122.261,wgs84,1994/05/05,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,385.8828,0.7743,0.7743,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/08/05,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-BD50-PCB-CGIG-GERG,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,2F9309AE-63FF-473B-B63A-6E48E566C11D,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Pinole Point (BD30),BD30,Bays and Harbors,38.024,-122.363,wgs84,1994/05/05,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,145.749,0.5338,0.5338,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/08/05,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-BD30-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,CAF4B0A8-581E-4C06-9C1E-1DD07F601303,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Red Rock (BC61),BC61,Bays and Harbors,37.928,-122.469,wgs84,1994/05/05,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,337.8624,1.368,1.368,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/08/06,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-BC61-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,9F79E4DD-8141-49DB-B5B5-4086CF41E108,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Reference Site (T-0 Bodega Head),T-0Bodega,Bays and Harbors,38.3,-123.07,wgs84,1994/01/10,00:00:00,SurfZone,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,13.1448,0.9921,0.9921,=,None,VLC,Com,Tissue_Grab,Individual Collection by hand,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/08/05,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-T-0Bodega-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,DD03B344-0AC0-4682-BA28-47B9D862A3A5,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC10),BC10,Bays and Harbors,37.8215833,-122.3495,wgs84,1994/05/04,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,422.6998,0.771,0.771,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/08/06,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-BC10-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,EB35851F-B954-49D6-895A-B0D55B3B7232,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Alameda (BB71),BB71,Bays and Harbors,37.696,-122.34,wgs84,1994/05/04,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,250.3112,0.5092,0.5092,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/08/06,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-BB71-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,11587C6F-A9BF-4A4C-AFBE-E43483860F15,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Horseshoe Bay (BC21),BC21,Bays and Harbors,37.831,-122.4775,wgs84,1994/05/05,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,202.2038,1.2771,1.2771,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/08/06,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-BC21-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,4CCE2463-C466-4129-9082-E6C3AEFC9573,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Redwood Creek (BA40),BA40,Bays and Harbors,37.559,-122.209,wgs84,1994/05/04,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,437.2386,0.4733,0.4733,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/10/30,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-BA40-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,9B8A023E-0B88-4F9A-BFC0-E02661DD852C,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Petaluma River (BD15),BD15,Riv/Str_Unknown,38.111,-122.487,wgs84,1994/05/05,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,503.2436,5.5249,5.5249,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/08/06,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-BD15-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,5AB176CC-19DB-4611-B562-691788CD3ECB,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Dumbarton Bridge (BA30),BA30,Bays and Harbors,37.51375,-122.1346166,wgs84,1994/05/04,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,482.1482,0.8677,0.8677,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/08/06,1,,GERG,Not Recorded,A,RMP ,1994-05-Bivalves-BA30-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,873C6134-E148-411B-BFE4-0995155267B4,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,San Joaquin River (BG30),BG30,Bays and Harbors,38.02054094,-121.806267,wgs84,1994/09/14,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,324.9324,1.4892,1.4892,=,None,VLC,Com,Tissue_Grab,Dredge,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/10/22,1,,GERG,Not Recorded,A,RMP ,1994-09-Bivalves-BG30-PCB-CFLU-GERG,Normal,"1",Freshwater Clam,Corbicula fluminea,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,BD53F848-4978-44CB-A682-19727A474DB9,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Reference Site (T-0 Lake Isabella),T-0Isabella,Bays and Harbors,35.65,-118.48,wgs84,1994/06/02,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,95.2674,0.9162,0.9162,=,None,VLC,Com,Tissue_Grab,Not Recorded,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/10/21,1,,GERG,Not Recorded,A,RMP ,1994-09-Bivalves-T-0Isabella-PCB-CFLU-GERG,Normal,"1",Freshwater Clam,Corbicula fluminea,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,356F23F2-8A2F-4580-AA0A-127095E3E86C,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Sacramento River (BG20),BG20,Bays and Harbors,38.05969966,-121.8112677,wgs84,1994/09/14,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,368.8644,1.4255,1.4255,=,None,VLC,Com,Tissue_Grab,Dredge,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/10/28,1,,GERG,Not Recorded,A,RMP ,1994-09-Bivalves-BG20-PCB-CFLU-GERG,Normal,"1",Freshwater Clam,Corbicula fluminea,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,49914398-D63F-4615-9E7D-CB3B5BE22F22,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Grizzly Bay (BF20),BF20,Bays and Harbors,38.116,-122.04,wgs84,1994/09/14,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,217.4994,0.8333,0.8333,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/10/29,1,,GERG,Not Recorded,A,RMP ,1994-09-Bivalves-BF20-PCB-CFLU-GERG,Normal,"1",Freshwater Clam,Corbicula fluminea,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,3946BFD6-5A07-45BB-A728-2FA6AB25FDA1,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Davis Point (BD40),BD40,Bays and Harbors,38.051,-122.278,wgs84,1994/09/14,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,258.126,2.0367,2.0367,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/10/21,1,,GERG,Not Recorded,A,RMP ,1994-09-Bivalves-BD40-PCB-CGIG-GERG,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,A5152534-F567-4D45-8E8C-8CF54F08BA83,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Petaluma River (BD15),BD15,Riv/Str_Unknown,38.111,-122.487,wgs84,1994/09/13,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,147.6228,3.0864,3.0864,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1994/10/22,1,,GERG,Not Recorded,A,RMP ,1994-09-Bivalves-BD15-PCB-CGIG-GERG,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
