testmaterial,resultrowid,analytegroup,analytesubgroup,program,parentproject,project,protocol,sampleagency,stationname,stationcode,waterbodytype,latitude,longitude,datum,sampledate,collectiontime,locationcode,sampletype,collectionreplicate,resultreplicate,batch,labsampleid,matrix,method,analyte,fraction,unitname,result,mdl,rl,resultqualcode,qacode,batchverification,compliancecode,collectionmethod,collectiondevice,preppreservation,preppreservationdate,digestextractmethod,digestextractdate,analysisdate,dilution_df,expectedvalue,labagency,submittingagency,labsubmissioncode,batchcomments,compositeid,compositetype,compositereplicate,commonname,species,compositetissueprep,numberfishpercomp,tissuename,weightavg_g,tlmin_mm,tlmax_mm,tlavglength_mm,metadataurl,datedownloaded,sourcerdc,location
tissue,2F42FF90-8EDD-4EB4-805C-868576AF6FC4,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,"Suisun Bay/Martinez Bridge, N. side",207ST1726,Bays and Harbors,38.064,-122.2246,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,3801; SFEIRowID:82033,tissue,Not Recorded,Mercury,Total,ug/g dw,0.08158271,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST1726-9486-WHL,Normal,1,Crangon Shrimp,Crangon,Not Recorded,6,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,8D15C646-6669-496E-857F-D913A7DD369A,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,"Suisun Bay/Martinez Bridge, N. side",207ST1726,Bays and Harbors,38.064,-122.2246,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,3801; SFEIRowID:82034,tissue,Not Recorded,Mercury,Total,ug/g ww,0.01488884,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST1726-9486-WHL,Normal,1,Crangon Shrimp,Crangon,Not Recorded,6,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,51083630-78D8-489E-B532-4BA8B3DA14F4,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,"Suisun Bay/Martinez Bridge, N. side",207ST1726,Bays and Harbors,38.064,-122.2246,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,3506; SFEIRowID:81716,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0493213,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST1726-9323-WHL,Normal,1,Striped Bass,Morone saxatilis,Not Recorded,4,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,8C462573-E3B9-4FD3-B0B3-41BDDFFD5ECF,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,"Suisun Bay/Martinez Bridge, N. side",207ST1726,Bays and Harbors,38.064,-122.2246,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,3715; SFEIRowID:81861,tissue,Not Recorded,Mercury,Total,ug/g dw,0.13989604,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST1726-9399-WHL,Normal,1,Crangon Shrimp,Crangon,Not Recorded,10,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,05425E2E-C299-44D2-BF36-7C7E8CB75F0F,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,"Suisun Bay/Martinez Bridge, N. side",207ST1726,Bays and Harbors,38.064,-122.2246,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,3715; SFEIRowID:81862,tissue,Not Recorded,Mercury,Total,ug/g ww,0.02553103,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST1726-9399-WHL,Normal,1,Crangon Shrimp,Crangon,Not Recorded,10,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,3E4EE2E1-84FF-48D6-8782-A571DA90C1EF,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,"Suisun Bay/Martinez Bridge, N. side",207ST1726,Bays and Harbors,38.064,-122.2246,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,3506; SFEIRowID:81715,tissue,Not Recorded,Mercury,Total,ug/g dw,0.24368231,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST1726-9323-WHL,Normal,1,Striped Bass,Morone saxatilis,Not Recorded,4,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,4F88827E-A4FD-4EE8-B3B6-CEC925052307,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,"Suisun Bay/Martinez Bridge, S. side",207ST1727,Bays and Harbors,38.0586,-122.2241,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,1599; SFEIRowID:81096,tissue,Not Recorded,Mercury,Total,ug/g dw,0.20953035,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST1727-8941-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,7,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,AD0465FC-AE97-4A43-BE3C-6EEE73799243,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,"Suisun Bay/Martinez Bridge, S. side",207ST1727,Bays and Harbors,38.0586,-122.2241,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,1599; SFEIRowID:81097,tissue,Not Recorded,Mercury,Total,ug/g ww,0.04372898,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST1727-8941-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,7,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,090B2EBD-7825-4A84-A5A8-8BD2DE57CD11,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,"Suisun Bay/Martinez Bridge, N. side",207ST1726,Bays and Harbors,38.064,-122.2246,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,3507; SFEIRowID:81717,tissue,Not Recorded,Mercury,Total,ug/g dw,0.12793715,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST1726-9324-WHL,Normal,1,Yellowfin Goby,Acanthogobius flavimanus,Not Recorded,5,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,2B5A7923-B090-466D-8434-20EF973AD401,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,"Suisun Bay/Martinez Bridge, N. side",207ST1726,Bays and Harbors,38.064,-122.2246,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,3507; SFEIRowID:81718,tissue,Not Recorded,Mercury,Total,ug/g ww,0.02322059,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST1726-9324-WHL,Normal,1,Yellowfin Goby,Acanthogobius flavimanus,Not Recorded,5,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,8AFC7E1C-9AD2-4C54-98B0-6C7C03B43180,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,"Suisun Bay/Martinez Bridge, N. side",207ST1726,Bays and Harbors,38.064,-122.2246,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,1598; SFEIRowID:81094,tissue,Not Recorded,Mercury,Total,ug/g dw,0.34715064,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST1726-8940-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,4,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,F4D12B76-3162-4C3E-856A-6AA054DED14D,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,"Suisun Bay/Martinez Bridge, N. side",207ST1726,Bays and Harbors,38.064,-122.2246,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,1598; SFEIRowID:81095,tissue,Not Recorded,Mercury,Total,ug/g ww,0.07245034,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST1726-8940-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,4,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,EC7CED29-1ECB-4132-8F85-1FF301A90BD5,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,"Suisun Bay/Martinez Bridge, N. side",207ST1726,Bays and Harbors,38.064,-122.2246,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,3508; SFEIRowID:81719,tissue,Not Recorded,Mercury,Total,ug/g dw,0.1597783,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST1726-9325-WHL,Normal,1,Yellowfin Goby,Acanthogobius flavimanus,Not Recorded,3,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,14F79DCA-BECA-4148-B769-B2A7576B7161,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,"Suisun Bay/Martinez Bridge, N. side",207ST1726,Bays and Harbors,38.064,-122.2246,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,3508; SFEIRowID:81720,tissue,Not Recorded,Mercury,Total,ug/g ww,0.02899976,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST1726-9325-WHL,Normal,1,Yellowfin Goby,Acanthogobius flavimanus,Not Recorded,3,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,BADCEB68-001E-4E22-96FE-FDF212BB2C95,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2005 RMP EEPS Small Fish Pilot Study,RMP_EEPS,SFEI,Benicia State Park,BENPK,Bays and Harbors,38.06582778,-122.1880151,wgs84,12/9/2005,0:00:00,Bank,Composite,1,1,Target,SF05-11-128-ww,tissue,EPA 1631M,Mercury,Total,ug/g ww,0.038865506,0.000536067,0.001707178,=,NBC,VLC,Com,Seine,Seine generic,LabFrozen,1/1/1950,EPA 1631M,2/8/2006,2/9/2006,1,,UWLC,UWLC,A,,SF05-11-128,Normal,1,Mississippi silverside,Menidia audens,None,9,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,0411E6C4-D84D-4FAE-87FC-E5B40D990308,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2005 RMP EEPS Small Fish Pilot Study,RMP_EEPS,SFEI,Benicia State Park,BENPK,Bays and Harbors,38.06582778,-122.1880151,wgs84,12/9/2005,0:00:00,Bank,Composite,1,1,Target,SF05-11-126-ww,tissue,EPA 1631M,Mercury,Total,ug/g ww,0.032005124,0.000479787,0.001527948,=,NBC,VLC,Com,Seine,Seine generic,LabFrozen,1/1/1950,EPA 1631M,2/8/2006,2/9/2006,1,,UWLC,UWLC,A,,SF05-11-126,Normal,1,Top Smelt,Atherinops affinis,None,5,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,CB79C332-FFD7-4A4F-97D2-FC693D4E5B74,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2005 RMP EEPS Small Fish Pilot Study,RMP_EEPS,SFEI,Benicia State Park,BENPK,Bays and Harbors,38.06582778,-122.1880151,wgs84,12/9/2005,0:00:00,Bank,Composite,1,1,Target,SF05-11-125-ww,tissue,EPA 1631M,Mercury,Total,ug/g ww,0.036080219,0.000462959,0.001474355,=,NBC,VLC,Com,Seine,Seine generic,LabFrozen,1/1/1950,EPA 1631M,2/8/2006,2/9/2006,1,,UWLC,UWLC,A,,SF05-11-125,Normal,1,Mississippi silverside,Menidia audens,None,10,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,C7E312E2-72C0-42D3-AC8D-FEB0E7440014,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2005 RMP EEPS Small Fish Pilot Study,RMP_EEPS,SFEI,Benicia State Park,BENPK,Bays and Harbors,38.06582778,-122.1880151,wgs84,12/9/2005,0:00:00,Bank,Composite,1,1,Target,SF05-11-127-ww,tissue,EPA 1631M,Mercury,Total,ug/g ww,0.025445101,0.00057133,0.001819478,=,NBC,VLC,Com,Seine,Seine generic,LabFrozen,1/1/1950,EPA 1631M,2/8/2006,2/9/2006,1,,UWLC,UWLC,A,,SF05-11-127,Normal,1,Shimofuri Goby,Tridentiger bifasciatus,None,2,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,9905E7DB-A138-403D-85E3-4EB15A868177,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2005 RMP EEPS Small Fish Pilot Study,RMP_EEPS,SFEI,Benicia State Park,BENPK,Bays and Harbors,38.06582778,-122.1880151,wgs84,12/9/2005,0:00:00,Bank,Composite,1,1,Target,SF05-11-129-ww,tissue,EPA 1631M,Mercury,Total,ug/g ww,0.058160174,0.000549582,0.001750217,=,NBC,VLC,Com,Seine,Seine generic,LabFrozen,1/1/1950,EPA 1631M,2/8/2006,2/9/2006,1,,UWLC,UWLC,A,,SF05-11-129,Normal,1,Mississippi silverside,Menidia audens,None,9,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,D9CFDD30-06E5-46DD-92EC-2D7DAF197E94,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2005 RMP EEPS Small Fish Pilot Study,RMP_EEPS,SFEI,Benicia State Park,BENPK,Bays and Harbors,38.06582778,-122.1880151,wgs84,12/9/2005,0:00:00,Bank,Composite,1,1,Target,SF05-11-135-ww,tissue,EPA 1631M,Mercury,Total,ug/g ww,0.044214045,0.000505926,0.00161119,=,NBC,VLC,Com,Seine,Seine generic,LabFrozen,1/1/1950,EPA 1631M,2/8/2006,2/9/2006,1,,UWLC,UWLC,A,,SF05-11-135,Normal,1,Mississippi silverside,Menidia audens,None,9,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,62EFFDF9-29F7-4E3D-8465-0025B00AA255,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2005 RMP EEPS Small Fish Pilot Study,RMP_EEPS,SFEI,Benicia State Park,BENPK,Bays and Harbors,38.06582778,-122.1880151,wgs84,12/9/2005,0:00:00,Bank,Composite,1,1,Target,SF05-11-131-ww,tissue,EPA 1631M,Mercury,Total,ug/g ww,0.028623478,0.000521577,0.001661033,=,NBC,VLC,Com,Seine,Seine generic,LabFrozen,1/1/1950,EPA 1631M,2/8/2006,2/9/2006,1,,UWLC,UWLC,A,,SF05-11-131,Normal,1,Top Smelt,Atherinops affinis,None,5,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,2F5C5DB6-9960-449E-B96C-AC52D1F26B91,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2007 RMP EEPS Small Fish Pilot Study,RMP_EEPS,SFEI,Benicia State Park,BENPK,Bays and Harbors,38.06582778,-122.1880151,wgs84,10/8/2007,0:00:00,Bank,Composite,1,1,Target,SF07-09-BENPK-154-11-ww,tissue,EPA 1631M,Mercury,Total,ug/g ww,0.067790154,0.000743719,0.002368531,=,NBC,VLC,Com,Seine,Seine generic,LabFrozen,10/8/2007,EPA 1631M,3/19/2008,3/21/2008,1,,UWLC,UWLC,A,,SF07-09-BENPK-154,Normal,1,Mississippi silverside,Menidia audens,None,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,C81FAAB2-AEEC-4D60-B76A-FB50D4FBE319,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2007 RMP EEPS Small Fish Pilot Study,RMP_EEPS,SFEI,Benicia State Park,BENPK,Bays and Harbors,38.06582778,-122.1880151,wgs84,10/8/2007,0:00:00,Bank,Composite,1,1,Target,SF07-09-BENPK-150-11-ww,tissue,EPA 1631M,Mercury,Total,ug/g ww,0.027676474,0.000791529,0.002520793,=,NBC,VLC,Com,Seine,Seine generic,LabFrozen,10/8/2007,EPA 1631M,3/19/2008,3/21/2008,1,,UWLC,UWLC,A,,SF07-09-BENPK-150,Normal,1,Top Smelt,Atherinops affinis,None,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,CA7BE4C8-57F5-4AA4-99F0-03AED727398D,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2007 RMP EEPS Small Fish Pilot Study,RMP_EEPS,SFEI,Benicia State Park,BENPK,Bays and Harbors,38.06582778,-122.1880151,wgs84,10/8/2007,0:00:00,Bank,Composite,1,1,Target,SF07-09-BENPK-149-11-ww,tissue,EPA 1631M,Mercury,Total,ug/g ww,0.031828939,0.000794803,0.002531219,=,NBC,VLC,Com,Seine,Seine generic,LabFrozen,10/8/2007,EPA 1631M,3/19/2008,3/21/2008,1,,UWLC,UWLC,A,,SF07-09-BENPK-149,Normal,1,Top Smelt,Atherinops affinis,None,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,AE7AAA10-21B8-4C84-8B5A-54107FA16FCC,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2007 RMP EEPS Small Fish Pilot Study,RMP_EEPS,SFEI,Benicia State Park,BENPK,Bays and Harbors,38.06582778,-122.1880151,wgs84,10/8/2007,0:00:00,Bank,Composite,1,1,Target,SF07-09-BENPK-152-11-ww,tissue,EPA 1631M,Mercury,Total,ug/g ww,0.052062039,0.000694048,0.002210344,=,NBC,VLC,Com,Seine,Seine generic,LabFrozen,10/8/2007,EPA 1631M,3/19/2008,3/21/2008,1,,UWLC,UWLC,A,,SF07-09-BENPK-152,Normal,1,Mississippi silverside,Menidia audens,None,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,0AE93C47-827B-47AB-A39C-8481931966A7,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2007 RMP EEPS Small Fish Pilot Study,RMP_EEPS,SFEI,Benicia State Park,BENPK,Bays and Harbors,38.06582778,-122.1880151,wgs84,10/8/2007,0:00:00,Bank,Composite,1,1,Target,SF07-09-BENPK-153-11-ww,tissue,EPA 1631M,Mercury,Total,ug/g ww,0.053543297,0.000710962,0.002264211,=,NBC,VLC,Com,Seine,Seine generic,LabFrozen,10/8/2007,EPA 1631M,3/19/2008,3/21/2008,1,,UWLC,UWLC,A,,SF07-09-BENPK-153,Normal,1,Mississippi silverside,Menidia audens,None,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,B26D75D3-C1FE-4AEE-91B8-2F2C3E1AF0E7,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2007 RMP EEPS Small Fish Pilot Study,RMP_EEPS,SFEI,Benicia State Park,BENPK,Bays and Harbors,38.06582778,-122.1880151,wgs84,10/8/2007,0:00:00,Bank,Composite,1,1,Target,SF07-09-BENPK-151-11-ww,tissue,EPA 1631M,Mercury,Total,ug/g ww,0.051370778,0.000698752,0.002225325,=,NBC,VLC,Com,Seine,Seine generic,LabFrozen,10/8/2007,EPA 1631M,3/19/2008,3/21/2008,1,,UWLC,UWLC,A,,SF07-09-BENPK-151,Normal,1,Mississippi silverside,Menidia audens,None,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,FAC46F1A-4F03-46F2-852F-756C9733C067,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2007 RMP EEPS Small Fish Pilot Study,RMP_EEPS,SFEI,Benicia State Park,BENPK,Bays and Harbors,38.06582778,-122.1880151,wgs84,10/8/2007,0:00:00,Bank,Composite,1,1,Target,SF07-09-BENPK-147-11-ww,tissue,EPA 1631M,Mercury,Total,ug/g ww,0.026649328,0.000713376,0.002271897,=,NBC,VLC,Com,Seine,Seine generic,LabFrozen,10/8/2007,EPA 1631M,3/19/2008,3/21/2008,1,,UWLC,UWLC,A,,SF07-09-BENPK-147,Normal,1,Top Smelt,Atherinops affinis,None,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,FFC1C59E-42E7-45D9-876D-142D5B721652,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2007 RMP EEPS Small Fish Pilot Study,RMP_EEPS,SFEI,Benicia State Park,BENPK,Bays and Harbors,38.06582778,-122.1880151,wgs84,10/8/2007,0:00:00,Bank,Composite,1,1,Target,SF07-09-BENPK-148-11-ww,tissue,EPA 1631M,Mercury,Total,ug/g ww,0.02776577,0.000761539,0.002425282,=,NBC,VLC,Com,Seine,Seine generic,LabFrozen,10/8/2007,EPA 1631M,3/19/2008,3/21/2008,1,,UWLC,UWLC,A,,SF07-09-BENPK-148,Normal,1,Top Smelt,Atherinops affinis,None,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,6EB8E6CD-7F5B-4609-B934-EACA62591875,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2008 RMP EEPS Small Fish Pilot Study,RMP_EEPS,UCD_HGL,Benicia State Park,BENPK,Bays and Harbors,38.06582778,-122.1880151,wgs84,10/1/2008,0:00:00,Bank,Composite,1,1,Target,SF08-15-BENPK-210-MISI-Hg2-100108,tissue,EPA 245.6M,Mercury,Total,ug/g dw,0.276329217,0.001,,=,None,VLC,Com,Seine,Seine generic,FieldFrozen,10/1/2008,UCD Nitric/Sulfuric Acid,12/29/2008,12/30/2008,1,,UCD_HGL,UCD_HGL,A,,SF08-15-BENPK-210-MISI-Hg2-100108,Normal,1,Mississippi silverside,Menidia audens,None,5,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,D7ED8402-D264-4F4D-A69A-E2A108089D75,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2008 RMP EEPS Small Fish Pilot Study,RMP_EEPS,UCD_HGL,Benicia State Park,BENPK,Bays and Harbors,38.06582778,-122.1880151,wgs84,10/1/2008,0:00:00,Bank,Composite,1,1,Target,SF08-15-BENPK-207-TOSM-Hg4-100108,tissue,EPA 245.6M,Mercury,Total,ug/g dw,0.152569894,0.001,,=,None,VLC,Com,Seine,Seine generic,FieldFrozen,10/1/2008,UCD Nitric/Sulfuric Acid,1/1/2009,1/2/2009,1,,UCD_HGL,UCD_HGL,A,,SF08-15-BENPK-207-TOSM-Hg4-100108,Normal,1,Top Smelt,Atherinops affinis,None,5,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
tissue,F047852E-A0BE-42C6-9BE5-E0EE6EE04577,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2008 RMP EEPS Small Fish Pilot Study,RMP_EEPS,UCD_HGL,Benicia State Park,BENPK,Bays and Harbors,38.06582778,-122.1880151,wgs84,10/1/2008,0:00:00,Bank,Composite,1,1,Target,SF08-15-BENPK-205-TOSM-Hg2-100108,tissue,EPA 245.6M,Mercury,Total,ug/g dw,0.091356383,0.001,,=,None,VLC,Com,Seine,Seine generic,FieldFrozen,10/1/2008,UCD Nitric/Sulfuric Acid,1/1/2009,1/2/2009,1,,UCD_HGL,UCD_HGL,A,,SF08-15-BENPK-205-TOSM-Hg2-100108,Normal,1,Top Smelt,Atherinops affinis,None,5,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,carq
